baseMean log2FoldChange lfcSE stat pvalue padj
CACNA2D2 1856.24227250876 -1.69418529887146 0.324214435959694 -5.22550852449419 1.73677118633678e-07 4.54421072754471e-05
CACNG5 2.48796603653007 -2.08334583865862 0.491467709168511 -4.23902893271121 2.24488727906755e-05 0.00216131138902434
CACNG8 22.780825017948 -1.36089652563304 0.290797270154404 -4.6798806773889 2.87041925295696e-06 0.000428443786481629
CALCA 36.3995978432035 -1.80984248450666 0.45366469536618 -3.98938357556306 6.62452239197865e-05 0.00463299930810079
CALCB 29.9956038374967 -1.64833709037668 0.344152043630046 -4.78956066333459 1.6714686297183e-06 0.000288166374611899
CALN1 84.2305857732533 -3.56599061353497 0.45907874461253 -7.76771012682089 7.9917693484719e-15 4.44342375775037e-11
CAPN6 184.407900618025 -1.54733267420657 0.324637726867016 -4.76633658428865 1.87605757310432e-06 0.000309063114265482
CASP12 13.4150293021295 -1.17272253221336 0.28877289011045 -4.06105480249486 4.88515015972095e-05 0.00374481024577612
CCBE1 362.444110524455 -1.47458199001576 0.293806917884801 -5.0188811095113 5.19733012357112e-07 0.000115588621948222
CCL19 1098.79298830964 -1.17976706828718 0.262880815978258 -4.48784010311636 7.1948895494901e-06 0.000919622664256666
CCN4 1009.77254048265 -0.757366179767597 0.200829933032252 -3.771181757283 0.000162476272597153 0.00864467058028874
CCNB3 51.8503634353432 -0.928579011189297 0.233328731459846 -3.97970282262087 6.90014694689713e-05 0.00476581577947181
CCR7 372.964529404592 -0.98625774727921 0.216414697383919 -4.55725862984985 5.18255934973769e-06 0.000702805609379062
CD300LG 59.2682428086891 -2.70201912484131 0.437390163462167 -6.17759462959444 6.5085565725523e-10 4.42652824425761e-07
CD5L 21.1596016772304 -1.7301060233227 0.424258447600458 -4.07795303336426 4.54339413316057e-05 0.0035454415972453
CDH12 69.8412828742133 -3.55600609421863 0.459784614277717 -7.73406935289651 1.04162242416766e-14 4.63313654269776e-11
CDH18 25.8857180706212 -2.54057430962059 0.532976043516968 -4.76677017761626 1.8720264073975e-06 0.000309063114265482
CDH2 486.314764966947 -1.92185287126386 0.294904214182739 -6.51687150890617 7.17888689359218e-11 6.65243518806208e-08
CDH7 14.429342632441 -1.91541310151276 0.478855158276331 -3.99998427166872 6.33466936509238e-05 0.00447707706372894
CHIAP2 41.303657764277 -2.64582107048933 0.633877678619704 -4.17402467342078 2.99265324419993e-05 0.00264843260904469
CHRD 396.797848405159 -0.807644176736967 0.201184604785292 -4.014443240321 5.95862801119101e-05 0.00434194223398486
CHRM1 34.3742318124248 -1.54331505122247 0.376828094365073 -4.09554137364106 4.21182997424985e-05 0.00335533913025187
CHRM2 15.6937748737408 -1.53078344527222 0.411600756716787 -3.71909774287787 0.000199935678548744 0.00985935585570747
CHRNA4 18.7803356176978 -1.45331551727473 0.387947195421807 -3.74616838174219 0.000179556093245673 0.00916893172829818
CHRNA6 37.0821321278393 -2.22514093899711 0.356689540659953 -6.23831283328386 4.42315427563613e-10 3.27903170300491e-07
CHST8 33.7283365996998 -1.18454400527727 0.310043391362783 -3.82057492040276 0.000133140952384457 0.00768836137397062
CIDEC 3.19309108763632 -1.33020162343804 0.352970429452247 -3.76859224582154 0.000164170815191421 0.00871398312615084
CIDECP1 383.296250224774 0.283509923069403 0.0690268658570376 4.10724026868877 4.00414645116579e-05 0.00323826243905189
CLDN11 614.673575158148 -1.38464478361199 0.289415357445871 -4.78428234020359 1.71599334218713e-06 0.000293566861001859
CLDN18 4469.90654308509 -3.46916637772554 0.435359964187919 -7.96850115558193 1.60610366368225e-15 1.39610351259194e-11
CLDN19 34.6887962649727 -1.83518275541444 0.475175475189057 -3.86211589452144 0.000112409215214031 0.00686046368015027
CLDN6 37.9356478899821 -1.50387341466135 0.360146829502944 -4.17572304256272 2.97041043700527e-05 0.00264843260904469
CLEC3B 641.414149671982 -1.77713250455538 0.302984898440109 -5.86541611052165 4.48007732043649e-09 2.26447544560244e-06
CLEC4M 11.2496432862463 -2.10692334197891 0.385393710656138 -5.4669375335468 4.57877320063803e-08 1.56664486126446e-05
CLIC5 2172.20061456235 -2.56611756299737 0.350337738885714 -7.32469636630976 2.39440218838e-13 8.87525077826187e-10
CLTA 7957.69204399125 0.40357456391881 0.107564164159822 3.75194254583867 0.000175469682042766 0.00906261696178603
CNR2 37.2838535105553 -1.07505605165918 0.271011832612075 -3.96682329807354 7.28369520345746e-05 0.00496709879778599
CNTN6 94.1443578785397 -2.70469313629567 0.412163531356221 -6.56218449845841 5.30251493945465e-11 5.36036055697597e-08
COL14A1 2567.87685005292 -1.04615094122443 0.24464805988116 -4.27614648459753 1.90156128060822e-05 0.0019391781859807
CPB2 125.807790289414 -2.30274252771607 0.413157661718469 -5.57352008949356 2.49642849717216e-08 9.57251203053602e-06
CR2 359.019255153859 -1.24424930160771 0.32718228639417 -3.80292379309531 0.000142998354190042 0.00807178527204701
CRB2 26.3174848833141 -1.05338599275831 0.261389758062379 -4.02994363882813 5.5790228157758e-05 0.00414974807434293
CRNN 90.9015274909678 -2.13834190534067 0.568322822150575 -3.76254801320318 0.000168191005810026 0.00884295028183211
CYP3A4 5.79720558760523 -1.18218401728846 0.303516388595917 -3.89495942132583 9.82151706885324e-05 0.00622309229661812
CYP4B1 3581.04308463055 -1.63891086607202 0.381423074346338 -4.29683198605826 1.73256412182032e-05 0.00182982212470668
DAB1 84.6129999857118 -1.64118457672799 0.30583017969708 -5.36632643107217 8.03564545444313e-08 2.48212159592799e-05
DCHS2 117.514760917123 -1.16999744366892 0.286702902319044 -4.0808705953278 4.48673305017407e-05 0.00352596971858203
DCUN1D5 2282.17388911872 0.521379234786301 0.116644450491216 4.46981603145845 7.8286904928601e-06 0.00097814649753488
DEFA5 43.7487007947745 -7.30199224723401 1.66423063238592 -4.38760836697588 1.1460389644962e-05 0.00134146876686293
DERA 3208.69991361439 0.445294476100603 0.112495421390566 3.95833422015116 7.5474298400447e-05 0.00505586866393356
DLK1 140.160069573599 -2.82255055319453 0.675489542366794 -4.17852590775102 2.93404578400243e-05 0.00264843260904469
DMRT1 46.9969048778651 -1.60703500473064 0.363992306854889 -4.41502464328541 1.00998484085606e-05 0.00120763778820638
DNER 241.240816057842 -1.34438080237478 0.288408386069832 -4.66137902817176 3.14097666692698e-06 0.000462618020347391
DPYS 19.7643017595614 -1.20029345752458 0.271062577502718 -4.42810464130757 9.50647808863199e-06 0.00115532280159112
DPYSL5 52.4194599145233 -1.86715986039697 0.444574310729789 -4.1998824838348 2.67053549777473e-05 0.00246442777885934
DRGX 16.058020665578 -1.38459685917776 0.372053878495474 -3.72149556611759 0.000198046343868415 0.00980968972746891
DUSP23 1867.15648623715 0.443705036473582 0.117291252950683 3.78293372533199 0.000154990693409195 0.00846386655331974
DYNLT1 4554.16029695936 0.38652986684383 0.0985512700173268 3.92211959090808 8.77734049871169e-05 0.00577510400818866
EBF1 273.626744226395 -0.627455557845821 0.162072655024541 -3.87144615944505 0.000108191556416287 0.00666531915428873
ECEL1P2 50.1713055005597 -2.35740487618566 0.44220025676412 -5.33107984476625 9.7630478657118e-08 2.81987252640819e-05
EDN3 31.0095538537182 -2.90681497769047 0.560913108950026 -5.18229103814624 2.19176857170271e-07 5.60286586605383e-05
EDNRB 1243.99299451374 -1.28284837796815 0.284291043039559 -4.51244739986283 6.4083830588103e-06 0.000848347852547268
EEF1A2 1199.1987254897 -1.9145962547513 0.369669564371592 -5.17920986545364 2.22827678170219e-07 5.631463139211e-05
ELOVL2 260.927283443171 -0.974900258466153 0.252452552004056 -3.86171678886609 0.000112593041513258 0.00686046368015027
EMX2 16.95765565477 -1.87771346246737 0.457427620081032 -4.10494115360752 4.04417814326819e-05 0.00325694066858874
ENPP1 267.098712278251 -0.928719367486093 0.212515217861841 -4.37013112204447 1.24171951415671e-05 0.00141619702537668
ENPP3 69.2643887679185 -0.957579170842759 0.256044472950202 -3.73989393252397 0.000184097922513505 0.00932650978747235
ENPP6 61.0720212484571 -1.19792633200026 0.31162833673154 -3.84408665965524 0.000121002244478588 0.00715715403511646
EPHA3 274.397748425718 -0.858681495831305 0.228362439759589 -3.76016956525465 0.000169798224570521 0.00888573915945549
EPHA8 18.9917119980983 -1.43948744025727 0.381071267417818 -3.77747566750807 0.000158425977633209 0.00851061290474051
ERMN 70.8805033736444 -0.84387830226133 0.197729724903315 -4.267837335403 1.97377163989716e-05 0.00197732798519427
ESRRB 31.3562425829668 -1.56086893855896 0.315174491433557 -4.95239615192021 7.3305178698393e-07 0.000145563140558238
F11 53.4725400763566 -2.17219585600827 0.427713182871537 -5.07862732082467 3.80171620695644e-07 8.9000177308117e-05
F2 7.98925017210062 -2.53060461081431 0.519430253122902 -4.8718852927797 1.1053834343639e-06 0.00020486439650211
FABP4 1129.59804838005 -2.36391851680029 0.387159765164523 -6.10579592586473 1.02289638486107e-09 6.69094576450299e-07
FAM107A 1272.76965368711 -2.28468916333288 0.340382884542822 -6.71211528864477 1.91823035328562e-11 3.47108828888502e-08
FAM153B 60.4699203334469 -1.5730510388453 0.324357877070876 -4.84973897674627 1.23624047323084e-06 0.000221808161878974
FAM163A 9.89561005885173 -1.56654422375334 0.336556147829152 -4.65462964755757 3.24563562271466e-06 0.000474887738481408
FAM210A 1206.61236387774 0.393011497909673 0.0986271661943968 3.98481993424648 6.7531315055487e-05 0.00467880513032408
FAM86C2P 296.23316632863 0.416939824317899 0.110405842213063 3.77642900013646 0.000159092881914705 0.00852584504526035
FBN1 6414.13507315507 -0.772392167146592 0.192298934682479 -4.0166221847352 5.90382603980533e-05 0.00433336934406834
FBXW12 13.9103885242962 0.842001057847008 0.215649016695703 3.90449755231268 9.44213477549867e-05 0.00606877213737639
FCER2 46.1664528847407 -1.24653056689625 0.302448957442775 -4.12145764176456 3.76482700226278e-05 0.00310110194556756
FCN3 1244.72046594469 -2.1183518638432 0.337832448320766 -6.27042154882607 3.60071933463269e-10 2.76137924145624e-07
FCRL1 64.5613981786531 -1.12127783420043 0.290706006994145 -3.85708518992872 0.000114747179201393 0.00695072123757689
FCRL3 168.312734551157 -0.934831037114838 0.244084745681186 -3.82994453219899 0.000128172146878231 0.00746216897008342
FDCSP 1593.74382380632 -2.46178239986201 0.45509727372881 -5.40935431164321 6.3252381696311e-08 2.01044325876632e-05
FER1L6-AS2 6.78461200676049 -2.60173253351848 0.605710442959172 -4.29534039533448 1.74425490304773e-05 0.00182982212470668
FGB 95.1985714558649 -3.31138244914778 0.588525577925852 -5.62657354811685 1.83824429061452e-08 7.43319145877579e-06
FGF16 2.70724700144923 -1.91303495042863 0.461220647683508 -4.14776519662964 3.35736464831911e-05 0.00282832537040216
FGF4 6.29606664075795 -4.41163855563067 0.950644100848143 -4.64068367088662 3.47258363859263e-06 0.000498259742724517
FGF5 14.3919280688246 -1.49337447155935 0.391064044723017 -3.81874654985752 0.000134131484402005 0.00768836137397062
FHL1 3007.41640530745 -1.25311620308677 0.268614771667784 -4.66510533023327 3.08458994328288e-06 0.000457341868924074
FMO3 1763.78703886539 -1.49236738411499 0.296657511216751 -5.03060710647101 4.8892915920528e-07 0.000112100871141499
FREM3 14.1002382543908 -1.66944124452533 0.390585705031338 -4.27419954960048 1.91825180267875e-05 0.0019391781859807
FRMD1 10.3702964983636 -1.75709331751103 0.413863277781674 -4.24558884984706 2.18020092974695e-05 0.00210815950772053
FRMPD1 22.2178668468478 -1.30698996479965 0.304016233530592 -4.2990795248706 1.71508928922826e-05 0.00182767434264908
FRMPD4 29.8578988548681 -1.57283305513171 0.379765386777148 -4.14159138746014 3.44904396050625e-05 0.00288371194291951
FTHL17 19.4297036225898 -4.27620926952615 0.979423038125886 -4.36604929950252 1.26513937015134e-05 0.00142825886254649
FYN 2177.86905258757 -0.497409083848931 0.132190121911726 -3.76283096388315 0.000168000759332167 0.00884295028183211
GABRA5 97.0183722080568 -2.04552451475696 0.538982868528469 -3.79515683001512 0.000147550156568545 0.00828665525778901
GALNT9 15.9535719667436 -1.09084720255977 0.276280413951708 -3.94833345931807 7.86971347872941e-05 0.00524019244811204
GBX1 2.72508121474651 -2.0416555548523 0.496114373323805 -4.1152920871328 3.86689423373285e-05 0.00315017317795673
GDF10 187.579863633344 -2.47878315634971 0.367962399595334 -6.73651209763754 1.62233791790933e-11 3.47108828888502e-08
GFAP 20.2211296498483 -1.17136328676896 0.293030792370025 -3.99740681617451 6.40401879350848e-05 0.0045066503367673
GFRA1 294.886701856562 -1.21599661893923 0.285064989092711 -4.26568209168524 1.99292392484618e-05 0.00197952517988438
GGTLC1 211.476790459324 -2.63544623529005 0.466175808069061 -5.6533311889484 1.57367663624443e-08 6.60350346982567e-06
GKN2 290.091716167263 -2.77766648761742 0.476004540711237 -5.83537813203858 5.36687120540329e-09 2.63067909332278e-06
GMNC 36.3561744058335 -2.2898870525311 0.475099482303853 -4.81980540460068 1.43698317073241e-06 0.000255668045736711
GPA33 91.2173706955024 -1.87290003096613 0.355983879466895 -5.26119338260737 1.43123405086207e-07 3.87685190211022e-05
GPD1 362.230182429879 -1.95347892915336 0.335803770379198 -5.8173227982147 5.97975982615348e-09 2.82957145816284e-06
GPIHBP1 301.395357803338 -2.27400870155795 0.344542666543534 -6.60007866187052 4.10939680816316e-11 4.81015710597625e-08
GPM6A 268.504400048298 -3.35089905439279 0.396259067446125 -8.45633407454676 2.75914404495106e-17 6.13633635597116e-13
GPR12 3.17014563093822 -1.79664578956294 0.479630377717539 -3.74589657584409 0.000179750639997212 0.00916893172829818
GRIA1 139.153652210108 -2.55865975730426 0.380135196629981 -6.73092041986006 1.68593162328892e-11 3.47108828888502e-08
GRIN2B 9.19752233163218 -1.80875746316621 0.332421232164507 -5.44116105757981 5.29344292038006e-08 1.73126721395959e-05
GSG1L 10.7617062873616 -1.45786850871649 0.344915361848815 -4.22674276060661 2.3709845533952e-05 0.00223435154523345
GUK1 10327.2153748673 0.344760638562253 0.0892331311800262 3.86359454165857 0.00011173062133737 0.00684542429350721
H19 4802.51849477341 -1.68827957734445 0.362871235615372 -4.6525582951798 3.27842013407923e-06 0.000476549436483151
HBA1 9.72388677985861 -1.68182458115129 0.398637148339947 -4.21893591240792 2.45458025884591e-05 0.00229369180490475
HBA2 573.329842820581 -1.41082558912277 0.321961573665644 -4.38196885752556 1.17611623527784e-05 0.00135527591049633
HCG22 6.96862917323876 -1.60573843111415 0.351440033536592 -4.5690253752692 4.89997461343193e-06 0.000672687872856335
HCN1 4.79683305063966 -1.79260724712007 0.45753152177913 -3.91799725655937 8.92877222240459e-05 0.00584046747724348
HEPACAM2 48.3159337535501 -1.56306667378401 0.398186319917532 -3.92546553108037 8.65621653448664e-05 0.00571258919071166
HHIPL2 80.4563079994895 -1.26718744883759 0.339519869928125 -3.73229245494777 0.000189745019440538 0.0095266582222591
HMGCS2 61.7213136544848 -3.0273697921775 0.476395635476823 -6.35473872288401 2.08781179880893e-10 1.78588209251964e-07
HPSE2 64.0019453140863 -1.50579189471519 0.300600926096915 -5.00927230753013 5.46362229624549e-07 0.000120307881057921
HRH4 6.84112207178709 -0.843083019730751 0.222834442537164 -3.78345021591598 0.000154669272859608 0.00846386655331974
HSD17B13 89.9621012585556 -1.39161386321247 0.324431509229909 -4.2893918242272 1.79163050801603e-05 0.00186195619150825
HSD17B6 617.993958418934 -1.18203538047137 0.255864028756227 -4.61977944386056 3.84148178134333e-06 0.000540725030487821
HSPC324 18.3439715494427 -1.2949508615556 0.32121040195036 -4.03147237353704 5.54285128064913e-05 0.00413667827119586
HTR3A 89.3593071476593 -1.72012750917317 0.346444141894406 -4.96509336185413 6.86680281929991e-07 0.000142726817477785
HTR3C 15.7303499752668 -2.49883823040611 0.458394010921612 -5.45128900218861 5.00060281528164e-08 1.65990159122185e-05
IGFBP1 10.5694421567819 -1.82694641337125 0.363554588367892 -5.02523272109692 5.02822412041659e-07 0.000112957277210167
IHH 29.7913872651496 -1.59877392542704 0.383938456355213 -4.16414115065329 3.1252673731769e-05 0.00270879200722205
IL13RA2 98.2912232508918 -1.06525544451802 0.286561770724719 -3.71736760916843 0.000201309418763426 0.00990513600287301
IL17REL 40.8768546894293 -1.26077789327095 0.318002956492895 -3.9646734960438 7.34964755484586e-05 0.00496827238965872
IL1RL1 359.524355692184 -1.67155372731349 0.309015889909372 -5.40928082307908 6.32783399791559e-08 2.01044325876632e-05
IL23R 6.01234105787427 -0.881575283865113 0.22234704060631 -3.96486178300901 7.34384873253479e-05 0.00496827238965872
ILDR2 112.668547110118 -1.25939609198046 0.256725299447482 -4.90561738438284 9.31339208977121e-07 0.000175533762776705
INMT 1635.43095578079 -2.1796681005326 0.325666550415229 -6.69294435597851 2.18724327001888e-11 3.47459216608713e-08
IRS4 41.5422968683636 -1.97557148493509 0.492782335970023 -4.00901440804744 6.09726967250572e-05 0.00437257334575912
ITGA4 966.465992201872 -0.603409710810944 0.160474427130203 -3.76016117709122 0.000169803918289954 0.00888573915945549
ITLN1 56.7665772074863 -1.61923418860729 0.359414906572817 -4.50519485696188 6.6312065049233e-06 0.000867517839232319
ITLN2 194.997845997143 -2.10843592350061 0.371397962667 -5.67702608910393 1.37056576183741e-08 5.86180433524307e-06
JPH4 84.2480506452895 -1.02413055385944 0.254211867198688 -4.02864966590641 5.60981425452511e-05 0.00415874230068795
KCNA2 19.4230046684149 -1.27639946635878 0.301768544105407 -4.22973000762111 2.33971949401654e-05 0.00221427070412459
KCNJ3 9.67864788536833 -1.93970353483713 0.433950002746855 -4.46987791809891 7.82642565703667e-06 0.00097814649753488
KCNQ2 19.5973400124754 -1.56325241079953 0.389767534690643 -4.0107301703316 6.05312573787977e-05 0.00435668337897884
KCTD6 289.186586173234 0.319214824512156 0.0857962134960777 3.72061669745774 0.000198736881477885 0.00982201832015147
KEL 63.3495466364254 -1.31154958536707 0.266692261016038 -4.91783893679687 8.75048621055618e-07 0.000166334028481
KIAA0408 10.8480730231892 -1.733692428983 0.406768879218679 -4.26210685614169 2.02508562410867e-05 0.00198404864670382
KIAA1841 991.125780897453 0.40000314577038 0.104432589479946 3.8302521058064 0.000128012038356537 0.00746216897008342
KIF5C 142.655758152183 -1.41211739680735 0.23657493992031 -5.96900668043293 2.38702339835819e-09 1.39703685209174e-06
KIR3DL1 9.17429720267037 -1.46822833944617 0.349788737262821 -4.19747173947167 2.69911326252855e-05 0.00248050739498492
KLHL14 38.6726909007175 -1.74531910878753 0.305793524208252 -5.70750840230002 1.1464196329646e-08 4.99928875237895e-06
KLHL6-AS1 2.28335600979141 -1.56971516242707 0.383338507426517 -4.09485384853483 4.22434782585667e-05 0.00335533913025187
KLK15 1.78280165358188 -1.99058678848627 0.518403848442451 -3.83983798435719 0.00012311553088445 0.00722451030836457
KRBOX1 36.0252730061655 -1.55699208131403 0.324350749265896 -4.80033446766495 1.5840085770447e-06 0.000275221490261516
KRT20 35.8959335804445 -1.69484823367487 0.440545596494711 -3.84715735932957 0.000119496224392965 0.00708692274799875
KRT24 129.963350081919 -2.74674885114025 0.497770474935849 -5.5181032010672 3.42678185032817e-08 1.24937095657866e-05
KRTAP17-1 2.26167890009906 -2.73798468135568 0.659088242402159 -4.15420046240945 3.26426913086454e-05 0.00277089104848959
LBP 52.2863779162915 -1.73392224496031 0.347360344075993 -4.99171040831585 5.98469396152684e-07 0.000127980378561882
LCT 12.5282641719766 -1.47253012825429 0.320390767758738 -4.59604419489123 4.30587407459353e-06 0.000598516496368501
LILRA4 53.1683205990506 -0.984318178793367 0.228299625857628 -4.31151901846394 1.62136825586625e-05 0.0017589868297788
LINC00051 5.25294195458991 -1.94025875659587 0.519888722522876 -3.73206548351412 0.000189916112598492 0.0095266582222591
LINC00261 217.61732707247 -2.09113623403297 0.396524655320856 -5.27366005107775 1.33729520998613e-07 3.67178339136933e-05
LINC00494 30.436564124224 -1.06799916642822 0.28061404668745 -3.80593622819518 0.000141268782287063 0.00799444711975646
LINC01010 126.619112947992 -1.31193490715794 0.298728254588717 -4.39173358062225 1.12450440100413e-05 0.00132322634276889
LINC01018 137.67941132225 -1.15930802823438 0.272975421021837 -4.24693191751371 2.16717778590289e-05 0.00210471764010831
LINC01088 68.7611896699445 -1.1583563707795 0.288378449442456 -4.01679242335564 5.89956458259087e-05 0.00433336934406834
LINC01215 57.8917941008302 -0.939388741709209 0.252910709984532 -3.71430985175227 0.000203759011932163 0.00998149873429801
LINC01287 60.2979683503559 -2.73642473849324 0.495483904948898 -5.52273184085659 3.33768945838845e-08 1.24937095657866e-05
LINC01503 824.983445891627 0.751125626130441 0.15615868250832 4.81001513374333 1.50918868879001e-06 0.00026568209556173
LINC01606 15.0586918585244 -2.33138338939558 0.550345269329147 -4.23621955038782 2.27314522607692e-05 0.00217908404430822
LINC01989 3.76545298941392 -2.2148204872063 0.524811168783776 -4.22022361364572 2.44060110473818e-05 0.00229025183837034
